id,title,complaint_text,user_id,timestamp,view,url,complaint_answer_container,comments_count,comments,complaint_text_preview,supported
33185844,Fatura Bilgisi Ve Ödeme Eksikliği Nedeniyle Mağduriyet Yaşıyoruz,"Tarafımıza Setur Turizm firması aracılığıyla gerçekleştirilen bir rezervasyon kapsamında müşteriler otelimizde konaklamıştır. Ancak konaklama tamamlanmış olmasına rağmen, tarafımıza herhangi bir fatura bilgisi iletilmemiştir. Bu nedenle fatura düzenlemesi yapılamamaktadır.
Ayrıca, ilgili rezervasyona ait konaklama bedeli de tarafımıza henüz ödenmemiştir. Konuyla ilgili olarak defalarca telefonla aramamıza rağmen firmaya ulaşamamış ve herhangi bir geri dönüş alamamış bulunmaktayız.
Bu durum hem malı açıdan mağduriyet yaşamamıza hem de yasal sorumluluklarımızı yerine getirmekte zorlanmamıza neden olmaktadır.
İlgili rezervasyona ilişkin fatura bilgilerinin acilen iletilmesini ve ödeme işleminin ivedilikle gerçekleştirilmesini talep ediyoruz.",Şehriban,28 Temmuz 16:31,1.907,https://www.sikayetvar.com/setur-turizm/fatura-bilgisi-ve-odeme-eksikligi-nedeniyle-magduriyet-yasiyoruz,,0,[],,0
33181560,Rezervasyon Sonrası Destek Yetersizliği Ve Uzun Bekleme Süreleri,"Ben, her sene ailemle tatile giden biri olarak, son 2 senedir Setur'a güvenip otel rezervasyonlarımı sizden yapmaya başladım. Fakat şunu fark ettim: Rezervasyon yapmak için aradığımda, yeni rezervasyon için 1'e basınca hemen bağlıyorsunuz, ama mevcut rezervasyonlar için 2'ye basınca en az 15 dakika bekletiyorsunuz. Setur, sanki küçük bir işletme gibi, parasını aldıktan sonra ilişkisini kesiyor. Bundan sonra ben de buna göre davranır, bir sonraki rezervasyonlarımı buradan asla yapmayacağım ve gerekli her yere şikayetimi ileteceğim. 1 aydır tarih değişikliği için sizden haber bekliyorum fakat hiçbir ses seda yok.",Emirhan,28 Temmuz 11:46,44,https://www.sikayetvar.com/setur-turizm/rezervasyon-sonrasi-destek-yetersizligi-ve-uzun-bekleme-sureleri,,0,[],,0
33180057,Setur'un Sigorta İşlemlerindeki Hatası Ve İlgisiz Müşteri Hizmeti,"Setur firmasından anne ve babam için yurtdışı tur satın almıştım. Tur içerisinde sigorta vs her şey dahil şeklindeydi. Yalnız annemin ciddi rahatsızlanması sebebiyle iptal etmek istedim (hala devam ediyor ve tüm doktora raporları var), Setur bana iptal olmayacağını ancak sağlık sigortası üzerinden paramı geri alabileceğimi belirtti. Daha sonra sigorta firması ile detaylı görüşmeler gerçekleştirdim ancak sigortanın geri dönüşü çok basitti: Sigortam geç yaptırılmış. 26 Mart tarihinde satın alınan tur için 16 nisanda sigorta yaptırılmışım ama hastalık daha önce gerçekleşti. Doğal olarak sigorta firması yükümlülük kabul etmiyor. Buradaki asli suçlu parayı almasına rağmen benim sigortamı zamanında yaptırmayan Setur firmasıdır.
Gelelim bu sorunları ilgileniyorlar mı diye, hayır. 1 aydır her hafta görüşüyorum her seferinde kayıt açıyorlar size dönüş yapacağız diye ama dönüş yapan yok. Gidip sigortaya mail attırıyorlar, konunun sigortayla alakası yok, konu Setur firmasının kendi hatasıdır. Bir mail adresi de yok iletişim kurulabilen. Sadece telefonda oyalayıp tatlı dille geri gönderiyorlar.
Rez no: 1345731",Onur,28 Temmuz 08:54,1.907,https://www.sikayetvar.com/setur-turizm/seturun-sigorta-islemlerindeki-hatasi-ve-ilgisiz-musteri-hizmeti,,0,[],,0
33179598,"Satın Aldığım JBL Kulaklığın Sol Tarafı Şarj Olmuyor, Değişim Veya İade Talebim Var",19.07.2025 tarihinde Sarp gumruk kapısı Setur Duty Free mağazasından satin aldığım JBL tune Flex 2 kablosuz kulaklığımın sol tarafı şarj olmuyor. Daha 1 hafta bile kullanamadan böyle bir sorunla karşılaşmak üzüntü verici. Sorunumun Setur firmasi ve JBL tarafından çözülmesini ve yeni cihazla değişim ya da paramın iadesini talep ediyorum,Feyzullah,28 Temmuz 02:50,1.277,https://www.sikayetvar.com/setur-turizm/satin-aldigim-jbl-kulakligin-sol-tarafi-sarj-olmuyor-degisim-veya-iade-talebim-var,,0,[],,0
33178163,Rezervasyonum Olmasına Rağmen Otele Alınmadım Yolda Mağdur Edildim,"27 Temmuz'da Setur'dan Sidera Kirman Premium Otel için 28.07.2025-01.08.2025 tarihleri arasında, 4 gece 1485842 numaralı rezervasyon yaptım. Ancak otele gitmek için yola çıktığımda,4442822numaralı telefondan arandım ve otelin belirtilen tarihlerde dolu olduğu, rezervasyonumu başka bir otele aktarabilecekleri veya para iadesi yapabilecekleri iletildi. Şu anda yolda olduğumu belirttim, bana üslupsuz bir şekilde 'Erken çıkmışsınız' dediler. Setur'dan rezervasyon yapmayın, yaptırmayın. Şu an yoldayım, araç mı kullanayım başka otele mi bakayım, beni mağdur ettiler.",Onur,27 Temmuz 22:12,1.018,https://www.sikayetvar.com/setur-turizm/rezervasyonum-olmasina-ragmen-otele-alinmadim-yolda-magdur-edildim,,0,[],,0
33164606,Setur Turizm Müşteri İlişkisi Yok,Setur TurizmMüşteri İlişkisi Yok00:00GökhanSetur Turizm27 Temmuz 14:1932DestekleYorum YazKaydetPaylaşSorun BildirSetur Turizm,Gökhan,27 Temmuz 14:19,460,https://www.sikayetvar.com/setur-turizm/setur-turizm-musteri-iliskisi-yok-video,Sakın ama sakın Setur üzerinden rezervasyon yapmayın Kıbrıs'ta Nuh'un gemisi otelini rezervasyon yaptım 2 gün sonra otel değişikliği için aradım otel hakkında kötü yorumlar gördüm diye aradım bu iş bilmeyen firma bana otelin rezervasyonunu iptal etmediğini dile getirdi fakat otelin aradığımda kesinlikle yalan söylediklerini müşteri olarak hizmet almadığınız bir ürünü veya konaklamayı iptal edebilirsiniz dediler bu Allah'ın belası firma kesinlikle dolandırıcıdır bunlardan hizmet almak size bu hayattaki en büyük hata olur numaram ve bilgilerim de kendilerinde var Tüketici Hakem Heyeti'ne başvuru yaptım bunlardan hakkımı misliyle alacağım,0,[],,0
33174524,Tur Broşüründeki Fiyatın Üzerinde Ücret Alındı,"22-26 Temmuz Paris Disneyland turuna katıldık. Ekstra Disneyland ücreti broşürde 150 euro olarak görünüyordu. Ancak bizden 200 euro istendi ve bu şekilde ödemek zorunda kaldık. 50 euro fazla ödedik, bu mağduriyetin giderilmesini talep ediyorum. Fransa'ya gidildiğinde tur broşürlerinde yazandan fazla ücret talep edilmesinden şikayetçiyim.",Merve,27 Temmuz 13:35,2.228,https://www.sikayetvar.com/setur-turizm/tur-brosurundeki-fiyatin-uzerinde-ucret-alindi,,0,[],,0
33174329,"60.000 TL Ödedim, Otelde İsmim Yoktu, Tatilim Mahvoldu","26 Temmuz tarihinde Setur üzerinden 60.000 TL ödeyerek Antalya’daki Royal Wings oteline rezervasyon yaptım. 1 gün sonra otele giriş yapmak için gittiğimde, resepsiyon bana “sizin adınıza rezervasyon yok, otelimizde de boş yer yok” dedi. Sıcakta bavullarla beklemek zorunda kaldım, duşa bile giremedim, otele alınmadım.
Setur ’a defalarca ulaşmaya çalıştım, “bekleyin, bilgi veremeyiz” demekten başka hiçbir şey yapmadılar. Ne ilgilenen var, ne çözüm üreten. Şu an tatilimin en değerli ilk günü mahvoldu, zaman kaybım, stresim, maddi zararım ve manevi çöküşüm ortada.
60.000 TL ödeyip bu muameleyi görmek kabul edilemez! Derhal:•	Paramın iadesi,•	Daha iyi bir otele geçiş sağlanması,•	Yaşadığım mağduriyetin tazminiyapılmadığı takdirde, Tüketici Hakem Heyeti, CİMER, Ticaret Bakanlığı ve hukuki tüm yollarla hakkımı arayacağım.
Bu mesaj resmî delil niteliğindedir. Gereğinin acilen yapılmasını talep ediyorum.",Onur,27 Temmuz 13:05,1.049,https://www.sikayetvar.com/setur-turizm/60000-tl-odedim-otelde-ismim-yoktu-tatilim-mahvoldu,,0,[],,0
33173455,Setur'dan Beklentilerimizin Çok Altında Bir Tatil Deneyimi,Setur pişmanlıktır.Aldığımız otel tatilimizin anlatılanlar alakası yok. Setur 'un otelin yerini bildiğinden şüpheliyim. Derdini asla dinleyen yok. Setur 'u seçin değersizliği yaşayın. Çünkü sadece paranızı alana kadar adamsınız. Hizmet yok değer yok,Ömer,27 Temmuz 10:57,1.049,https://www.sikayetvar.com/setur-turizm/seturdan-beklentilerimizin-cok-altinda-bir-tatil-deneyimi,,0,[],,0
33173321,Setur 'dan Aldığım Tatilde İkinci Otel Hayal Kırıklığı Ve İletişim Sorunu,"Setur 'dan art arda iki haftalık tatil satın aldım. İlk otelimizde ailece çok memnun kaldık ve memnuniyetimizi ilgili firmaya ilettik. İkinci oteli ise call center çalışanının tavsiyesi ile aldım. İlkine göre daha küçük ama memnuniyet oranı benzer ve fiyat farkı çok olmayan bir oteldi. İki hafta aynı otelde sıkılacağımızı düşünüp, farklı bir deneyim için iki farklı otel tercih ettik. Ancak ikinci otel, ilkine göre en az %80 farkla çok kötüydü; ilgisiz ve kalitesizdi. Bunu Setur 'a ilettim. Aynı gün yaklaşık 15 kez aradım, dönüş yapılacağı söylendi ve her defasında telefon kapatıldı. Ertesi sabah tekrar aradığımda talebimin reddedildiğini öğrendim. Ancak Setur asla dönüş yapmıyor, aciliyetini bildikleri halde. İlk kez Setur 'la çalıştım ve bu kesinlikle son olacak.",Ebru,27 Temmuz 10:24,899,https://www.sikayetvar.com/setur-turizm/setur-dan-aldigim-tatilde-ikinci-otel-hayal-kirikligi-ve-iletisim-sorunu,,0,[],,0
33169790,Yanlış Parfüm Satışı Sonrası Güven Sorunu,Sarp Sınır Kapısı'nda Setur Duty Free'den 200 ml Paco Rabanne Invictus parfüm aldım. Ben klasik olan parfümünü istemiştim ama bana alakasız bir parfüm satılmış. Parfümü iade etmek istiyorum ya da istediğim parfümle değişimini talep ediyorum. Güvenimizi boşa çıkarmayınız.,Aydın,26 Temmuz 19:35,3,https://www.sikayetvar.com/setur-turizm/yanlis-parfum-satisi-sonrasi-guven-sorunu,,0,[],,0
33169660,Setur'dan Rezervasyon Sonrası Hayal Kırıklığı: Oda Standart Dışı Ve Hizmet Eksikliği,"Setur'dan Antalya Kaş'ta bir otel odası rezervasyonu yaptım ve ödememi tamamladım. 12 saatlik bir yolculuktan sonra otele geldiğimde, tavan yüksekliği 160 cm olan ve otel odası olduğu iddia edilen bir oda tarafıma verildi. Ben de odaya diğer tüm insanlar gibi sığamayacağım için reddettim. Setur'a bu konuda defalarca bilgi verdim; ancak, tarafıma odayı almayı reddettiğim için yardımcı olamayacaklarını belirttiler ve telefonda 'Yapacak bir şeyiniz yok, otel ödeme yapmayı reddediyor' dediler. Kısacası, paramı aldılar ancak hizmet vermediler. Bu durumda 21 bin liram boşa gitti. Bana tatili sattılar; ancak, vaat ettikleri odayı ve hizmeti sağlamadılar. Bir yıl boyunca çalışıp 3-4 gün tatil yapmak için uğraşıyoruz; ancak, Setur gibi bir firmadan gelen bu açıklamalar ve geri dönüşler çok üzücü.",Murat,26 Temmuz 19:21,55,https://www.sikayetvar.com/setur-turizm/seturdan-rezervasyon-sonrasi-hayal-kirikligi-oda-standart-disi-ve-hizmet-eksikligi,26.07.2025 tarihinde 19:21 tarihinde Setur İrem hanım tarafından arandım ve tarafıma bilgi verileceği bildirildi ancak tarafıma dönüş gerçekleştirilmedi. Almadığım hizmetin bedelinin tarafıma ödenmesini rica ediyorum.,0,[],,0
33159549,"Bilet Ücreti Çekildi, Hizmet Sağlanmadı: Müşteri Hizmetlerinde Büyük Hayal Kırıklığı","setur.com üzerinden aldığım uçak bileti için Biletleme işlemi gerçekleşti, kartımdan ücret kesildi. Ama firma sistemsel hatadan dolayı çekim yapmadığını söylüyor. Bu yüzden beni 2 gündür bekletiyor. Defalarca mail attım, çağrı merkezi ile sayısız görüştüm ama asla talebime karşılık bulamıyorum. Sadece mesai saati bitene kadar beklemem gerektiğini ilettiler. Asla muhatap bulamıyorsunuz. 45 dakika genel müdürlükleri ile görüşmeye çalıştım fakat kimseye ulaşamadım. Telefonu bile açmadılar. Ben bu sorunu yaşadıktan 3 dakika sonra bilet fiyatını hemen yükselttiler. Şimdi ise aldığım bileti iptal edip, yüksek tutardan bilet almaya mecbur bırakıldım. Denetleyen eden olmayınca sonuç bu tabi. Müşteri memnuniyeti en son seçenek, seçenek bile değil hatta. Bir daha asla. Ne kendime ne çevreme asla kullandırtmayacağım. Bu terbiyesizliği de her yerde dile getireceğim.",Melisa,25 Temmuz 19:01,835,https://www.sikayetvar.com/setur-turizm/bilet-ucreti-cekildi-hizmet-saglanmadi-musteri-hizmetlerinde-buyuk-hayal-kirikligi,,0,[],,0
33141558,Setur'dan Kıbrıs Otel Rezervasyonu Sonrası Transfer Hizmetinde İletişim Sorunu,Setur üzerinden Kıbrıs'ta otel rezervasyonu yaptım. Daha sonra havalimanı otel transferi ayarlamak istediğimizde 2 gün boyunca ya başka taraflara yönlendirdiler ya da telefonlara cevap vermediler. Ücreti karşılığı transfer yapamadım. Şu an bunu yazarken 5 dakikadır telefonda bekleme müziği dinlemekteyim,Soner,24 Temmuz 11:18,1.907,https://www.sikayetvar.com/setur-turizm/seturdan-kibris-otel-rezervasyonu-sonrasi-transfer-hizmetinde-iletisim-sorunu,Ertesi gün tekrar kayıt oluşturdum ve geç saatte de olsa arandım. Rezervasyonlar yapıldı. Ancak 20 dakikalık iş için 2 gün bekletilmem değişmedi,0,[],,0
33134425,Ala Cart Restoran Hakkı Eksik Bilgilendirme Ve İlgisiz Yaklaşımla Engellendi,"Martı Myra Otel'de 2039 numaralı odada konaklamaktayım. Otelin Ultra her şey dahil konseptinde yer alan ve ücretsiz olarak yararlanabileceğimiz belirtilen ala cart restoranlardan faydalanmak istedim. Ancak otele girişimin hemen ardından, 24 saat öncesinden rezervasyon yaptırmak istediğimde tüm restoranların dolu olduğu söylendi. Ayrıca üç gece konaklayan misafirlerin ala cart restoranlardan yararlanamayacağı belirtildi. Fakat bu bilgi, ne otel rezervasyonu sırasında ne de Setur üzerinden yapılan bilgilendirmelerde yer almıyordu.
Konuyla ilgili olarak çalışanlarla görüştüm, ancak baştan savma yanıtlar aldım ve tarafıma herhangi bir çözüm sunulmadı. Özellikle bu konuda özen ve ilgi beklerken, karşılaştığım yaklaşımı çözüm odaklı bulmadım.
Ala cart restoranlardan yararlanma hakkımın sağlanmasını ve mağduriyetimin giderilmesini, ayrıca müşteri memnuniyeti odağında bir yaklaşım gösterilmesini rica ediyorum.",Zeynep,23 Temmuz 16:33,1.565,https://www.sikayetvar.com/setur-turizm/ala-cart-restoran-hakki-eksik-bilgilendirme-ve-ilgisiz-yaklasimla-engellendi,Otelde görevli Setur çalışanı girişimiyle meyve tabağı ve içecek ikramında bulunuldu.,0,[],,0
33130695,,,Gülnur,23 Temmuz 12:28,,,,0,[],,0
33130552,Setur'da Tatil Erteleme Ve Ek Ücret Mağduriyeti,"Setur, tatilimizi maddi ve manevi anlamda olumsuz etkiledi. 07.07.2025 ve 10.07.2025 tarihleri arasında Şeker Grand Hotel rezervasyonumuzu aylar öncesinden yapmıştık. Akrabalarımdan birinin ameliyatı nedeniyle 02.07.2025 tarihinde Setur müşteri hizmetlerinden İ*** Hanım ile görüştüm ve erteleme talep ettim veya iptal etmek istediğimi belirttim, çünkü iptal sigortam vardı. İ*** Hanım otelle görüşüp 3-4 saat sonra bana dönüş yaptı ve 4 gün olmak kaydıyla o günkü fiyatlardan ertelemenin otel tarafından kabul edildiğini söyledi. Ben de onayladım ve tatilimizi 11-15 Temmuz tarihleri arasında olacak şekilde ayarladık, voucher belgemizi aldık. Tatilimize bir gün kala, akşam saatlerinde İ*** Hanım beni aradı ve otelin bu fiyatı kabul etmediğini, tatile gidemeyeceğimizi, ek ücret ödememiz gerektiğini, iptal durumunda ise 10.500 TL kesinti olacağını söyledi. Tamamen kendi hatalarını bana ödetmeye çalıştılar. Tatilimizin son dakikasında yaşadığımız stresi anlatamam. Otele gittiğimizde girişte çocuklarla birlikte zor durumda kaldık ve ek ücreti ödemek zorunda kaldım. Mağduriyetimin giderilmesini ve ödediğim ücretin iadesini istiyorum. Yoksa tüm yasal haklarımı kullanacağım. Müşteri hizmetlerinizin hatasının neden bize yansıtıldığını anlamıyorum. İ*** Hanım'dan da şikayetçiyim.Voucher no:1458847",Oktay,23 Temmuz 12:19,409,https://www.sikayetvar.com/setur-turizm/seturda-tatil-erteleme-ve-ek-ucret-magduriyeti,,0,[],,0
33128674,Setur Turizm Balayı Tatilimizde Otel Temizlik Ve Hijyen Sorunları!,"Biz Muğla Güllük’ten 4 gün 5 gece balayı için otel kiraladık. Oda ne istediğimiz gibi çıktı ne de yemekler. Yemekler hijyensizdi. Bardaklarda karpuz çekirdeği vardı, bardaklar pis, tabaklar ise kirliydi. Balkonumuzun altında domuzlar besleniyordu. Mağduriyetimiz giderilmezse gerekli yerlere şikayet edeceğiz. Balayı tatilimiz mahvoldu. 22.07.2025 tarihinde mağduriyetimizin giderilmesini istiyoruz.",Betül,23 Temmuz 09:41,1.240,https://www.sikayetvar.com/setur-turizm/setur-turizm-balayi-tatilimizde-otel-temizlik-ve-hijyen-sorunlari,,0,[],,0
33126567,"İki Kartla Ödeme Sonrası İndirim Hakkım Kayboldu, Sorunum Çözülmüyor","Setur üzerinden Havva A**** adına, Crystal Waterworld Otel için 31 Ağustos - 4 Eylül tarihleri arasında rezervasyon yaptırmaya çalıştım. Toplam 79.560 TL olan ödemeyi, kart limitim yeterli olmadığı için iki farklı kredi kartı ile gerçekleştirmek istedim. İlk kartımdan 55.000 TL sorunsuz şekilde çekildi.
Kalan kısmı ikinci kartımla ödemek istediğimde ise, ödeme ekranında daha önce indirim koduyla elde ettiğim avantajın iptal edildiğini ve tutarın 33.400 TL'ye yükseldiğini gördüm. Bu nedenle indirimli toplam ödeme yerine, indirim hakkım kaybolduğu için fazladan ödeme yapmak zorunda kaldım.
Yaşanan sorunla ilgili olarak Setur müşteri hizmetleriyle defalarca görüştüm, her defasında “ilgili departmanımız dönüş yapacak” cevabını aldım ancak şu ana kadar kimse bana dönüş yapmadı.
Özetle;- Havva A**** adına yapılan rezervasyonda, iki kartla ödeme yapmak isterken indirim kodum sistemden silindi.- 55.000 TL ilk kartımdan çekildi, kalan kısmın ödemesini sistemi hatalı bulduğum için tamamlamadım.- Sorunumun hızlıca çözülmesini ve indirimli fiyattan yararlanarak rezervasyon işleminin tamamlanmasını rica ediyorum.
Yardımlarınız ve acil dönüşünüz için teşekkürler.",Havva,22 Temmuz 22:53,1.237,https://www.sikayetvar.com/setur-turizm/iki-kartla-odeme-sonrasi-indirim-hakkim-kayboldu-sorunum-cozulmuyor,,0,[],,0
33122156,Setur Üzerinden Yaptığım Rezervasyonda Otel Temizlik Ve Hizmet Kalitesi Hayal Kırıklığı Yarattı,"Setur pişmanlığı. Setur aracıyla Adam&Eve otelden 12-15 Temmuz arası rezervasyon yaptırdık. Öncesinde otel kalitesinin (Eşdeğer otellere göre) çok yüksek olduğu, Yeme-içme ve alkol kalitesinin çok iyi olduğu bilgisi verildi. Otele gittiğimizde hiçbir şeyin bahsedildiği gibi olmadığı alkol, yeme-içme kalitesi çok düşük olduğunu gördük. En katlanamadığımız nokta ise otelin genel temizlik durumunun oldukça kötü olduğunu fark ettik. Oda temizliğinden, yeme içme materyallerine kadar pis ve yağlıydı. Durumu Setur yetkilisine bildirdiğimizde bizim haklı olduğumuzu bildirdiler fakat hiçbir şekilde bir çözüm sunmadılar. Setur ile rezervasyon yaptırmak pişmanlıktır.",Cihad,22 Temmuz 16:06,44,https://www.sikayetvar.com/setur-turizm/setur-uzerinden-yaptigim-rezervasyonda-otel-temizlik-ve-hizmet-kalitesi-hayal-kirikligi-yaratti,,0,[],,0
33119714,Setur Turizm Tayland Turunda Beklentilerin Altında Otel Ve Hizmet,"Setur iyi bir firmadır, güvenilirdir diyerek dünyanın parasını verip Tayland turu aldık. Dünyanın bir ucuna geldik ve hüsrana uğradık. Bize ayarladıkları otelde yıldız dahi yok. Ne otel düzgün ne de konumu; şehrin 60 km uzağında. Mikrop yuvasının içinde, ben böyle şey görmedim. Bu firmadan tur alırken çok iyi incelemek gerekir, ben bu firmayla bir daha asla, kapısından dahi geçmem. Setur kendine bu kalitesizliği yakıştırmış ise, ben daha bir şey diyemem. Aldıkları parayı asla hak etmiyorlar. Verdiğim para ile en lüks yerde konaklayabilirdim. Yazık.",Merve,22 Temmuz 13:21,44,https://www.sikayetvar.com/setur-turizm/setur-turizm-tayland-turunda-beklentilerin-altinda-otel-ve-hizmet,,0,[],,0
33114926,Tatil Tarih Değişikliği Talebime Yardımcı Olunmadı,"Merhaba, Setur üzerinden 27 Ağustos-31 Ağustos tarihleri için almış olduğumu bir tatil paketinin tarihinde bir sorun yaşamam sebebiyle bir hafta öncesine aldırmak istedim ancak Setur firmasıyla görüşmeme rağmen böyle bir durumun imkansız olduğu bilgisini aldım. Aynı site üzerinden tarihlere baktığımda otel müsaitliğinin olmasına rağmen sırf fiyat farkı sebebiyle işleme yardımcı olunmamakta. Bu sebepten mevcut tatil programımı iptal etmek durumunda kalacağım. Kıştan planmış olduğum bir tatilin hiçbir şekilde yardımcı olunmadan olur. İsterseniz iptal ederiz şeklinde sonuçlanması oldukça üzücü.Bir daha bu şirketi tercih eder miyim. Pek mümkün gözükmemekte.",Pelin,21 Temmuz 23:10,460,https://www.sikayetvar.com/setur-turizm/tatil-tarih-degisikligi-talebime-yardimci-olunmadi,,0,[],,0
33111918,Aldığımız Hizmete Rağmen Tatilimiz Mahvoldu,"Setur kadar kötü, birbirinden habersiz, ilgisiz ve çözüm üretemeyen; ayıplı oldukları halde bizi daha da mağdur eden bir acente görmedim. İki ayrı odaya çocuklarımız rahat etsin diye dünyanın parasını ödeyip, o kadar yol geldik ve Tek bir odaya tıkılıp kaldık. Tatilimiz zehir oldu. Otelde saatlerce, geniş bir odaya alalım diye mail bekledik ama maili bile gönderemediler. Altı saattir mağduriyetimin giderilmesi için lobide bekliyorum. Çocuklarım perişan, tatilleri zehir oldu.",Mine,21 Temmuz 18:16,1.768,https://www.sikayetvar.com/setur-turizm/aldigimiz-hizmete-ragmen-tatilimiz-mahvoldu,,0,[],,0
33110407,Rezervasyon Sorunu Ve İlgisizlik Nedeniyle Yaşanan Mağduriyet,"Green Nature Diamond Marmaris İçmeler otel rezervasyonunu Setur üzerinden iki ayrı oda olarak yaptım. Otele giriş günü ise sadece tek oda göründüğünü, diğer odanın kayıtlarda olmadığını belirttiler. Saatlerce lobide mağdur edildim. Otelin ve Setur yetkililerinin ilgisi yok denecek kadar az, insanlarla adeta dalga geçiyorlar. Setur ayrıca bu otelde ana acente değil, Tatilbudur'un taşeronluğunu yapıyor ve rezervasyonu onlar üzerinden bize satmış. Tam anlamıyla bir fiyasko. Binlerce lira verip mağdur olmak istemiyorsanız dikkatli olmalısınız. Mağduriyetimin acil giderilmesi konusunda da kimse yardımcı olmuyor.",Hüseyin,21 Temmuz 16:27,1.240,https://www.sikayetvar.com/setur-turizm/rezervasyon-sorunu-ve-ilgisizlik-nedeniyle-yasanan-magduriyet,,0,[],,0
33107080,Setur'un Bilgilendirme Eksikliği Ve Alternatif Sunmaması Nedeniyle Mağduriyet,"Setur üzerinden Cunda Fora Otel için tatil satın aldık. Ancak otelin yangın nedeniyle kapalı olduğunu öğrendik. (Bunu kendimiz öğrendik, Setur'a da biz haber verdik.) Aynı tarihlerde, aynı otele X Tur (en popüler olan) üzerinden rezervasyon yapan arkadaş grubumuz hemen karşısındaki Esen Otel'e yerleştirildi ve mağdur edilmeden tatiline devam edebildi. E** Tur hemen ilgilendi ve mağduriyet yaratmadı.
Setur ise bize hiçbir şekilde bilgilendirme yapmadı, alternatif bir otel sağlamadı ve çözüm üretmedi. Bu durum hem mağduriyet yaşamamıza hem de tatilimizin yanmasına neden olacak.
Grup halinde yaptığımız otel planı maalesef biz Setur'u tercih ettiğimiz için sekteye uğradı. Derhal aksiyon bekliyoruz. Aynı otele biz de aksiyon alınarak yerleştirilmek istiyoruz ve tatil planımızın bozulmasını istemiyoruz. Aksi takdirde Tüketici Hakem Heyeti dahil tüm yasal haklarımızı kullanacağımızı bildiririz.",Ediz,21 Temmuz 12:53,1.049,https://www.sikayetvar.com/setur-turizm/seturun-bilgilendirme-eksikligi-ve-alternatif-sunmamasi-nedeniyle-magduriyet,,0,[],,0
33099247,Setur Ve Ajet İle Yaşadığımız Paris-Disneyland Turu Hayal Kırıklığı,"Setur şirketiyle bir daha asla tura gitmem. Çocuklarıma Ankara çıkışlı Paris-Disneyland turu aldık. Dünyanın en kötü uçak firması AJet ile anlaşmalı oldukları için Gaziantep'ten Ankara'ya uçtuk ve bağlantılı olsun diye AJet'ten bilet aldık. Ancak, valizleri şirket politikası gereği bağlayamıyoruz dediler. Hem Setur sadece Louvre Müzesi'ne götürmüş, diğer dört gün mecburen serbest gezmişler, hem de AJet ile valizlerimiz kayboldu. Setur gezdirmeyecekse biz neden tur aldık? Kimseye Setur ve AJet ile hareket etmeyin diyorum.",Berna,20 Temmuz 14:16,777,https://www.sikayetvar.com/setur-turizm/setur-ve-ajet-ile-yasadigimiz-paris-disneyland-turu-hayal-kirikligi,,0,[],,0
33099236,Hayal Kırıklığı Yaratan Tatil Deneyimi Ve Eksik Hizmetler,"14 Temmuz giriş, 20 Temmuz çıkışlı 6013 numaralı göl evlerinde 6 gece boyunca 1 bebek, 1 çocuk ve 2 yetişkin olarak konakladık.Değerlendirmeye gelince, son gecemiz değerlendirme vakti gelmişti.Setur aracılığıyla planlama yapmıştık. Konaklama gününden 1 gün önce yetkili kişi WhatsApp'tan bilgilendirme yaptı. Bir daha da kendisini göremedik zaten. Hoş, iletişime geçsek de çözüm üretmekten çok mevcut durumumuzu korumamız gerektiğini söyledi. 1.si, acentenizi güzel seçin.Otele erken geldik, gezme fırsatı bulduk. 12 yaşındaki oğlumuzun aqua sevdası sebebiyle bu oteli tercih etmiştik; ancak aquadaki bir kaydırak arızalıydı, çalışmıyordu, diğerinin ise bir yolu kapalıydı. Öncesinde hiçbir şekilde bilgilendirme yapılmamış olması bizi soğuttu açıkçası. 1 yıl boyunca bu tatili hayal eden çocuğumuz hayal kırıklığına uğradı. Otel değiştirmeyi düşündük, Setur yetkilisini aradık, mevcut durumunuzu koruyun, yapacak bir şey yok dedi. Otelde müşteri ilişkilerine sorduk, en az 1 hafta kapalı dendi. Zaten tatil eksiyle başladı. Odamız hazırmış, her ne kadar havuz göl evi alsak da, bahçe göl evi verildi. Bu durumu sorduk, kendilerine göre bahçeden geçiyormuşuz, havuz varmış.Müşteri ilişkilerindeki arkadaşlar zaten sağ olsunlar, artık bıkmış usanmışlar gibi, sanki zorla çalıştırıyorlar orada. Bir daha da bir şey sormak için gidemedik bile.Yemekler yeterli ama lezzetli mi?Yemek yenilen yer sıkış tepiş, hijyen?Odalar günlük temizleniyor, birkaç havlumuz lekeliydi.Oda kapısı için 3 kez lobiye çıktım, 2 kart değişti, sonuç hüsran; balkondan girmeyi tercih ettik.Bir daha tercih edilir mi Setur’la? Kesinlikle hayır...Başka acenteyle, başka tercih bulunmazsa son tercih olarak belki...",Cihan,20 Temmuz 14:16,3.969,https://www.sikayetvar.com/setur-turizm/hayal-kirikligi-yaratan-tatil-deneyimi-ve-eksik-hizmetler,,0,[],,0
